FECHA,NOMBRE DE EMPRESAS,DEPARTAMENTO,Ciudad,Localidad,SECTOR,Horas/Reinversión,ID_Cliente,Puestos Medidos,Puesto 1,Puesto 2,Puesto 3,Puesto 4,Puesto 5,Puesto 6,Puesto 7,Puesto 8,Puesto 9,Puesto 10,Puesto 11,Puesto 12,Puesto 13,Puesto 14,Puesto 15,Puesto 16,Puesto 17,Puesto 18,Puesto 19,Puesto 20,Puesto 21,Puesto 22,Puesto 23,Puesto 24,Puesto 25,Puesto 26,Puesto 27,Puesto 28,Puesto 29,Puesto 30,Puesto 31,Puesto 32,Puesto 33,Puesto 34,Puesto 35,Puesto 36,Puesto 37,Puesto 38,Puesto 39,Puesto 40,Puesto 41,Puesto 42,Puesto 43,Puesto 44,Puesto 45,Puesto 46,Puesto 47,Puesto 48,Puesto 49,Puesto 50,Puesto 51,Puesto 52,Puesto 53,Puesto 54,Puesto 55,Puesto 56,Puesto 57,Puesto 58,Puesto 59,Puesto 60,Puesto 61,Puesto 62,Puesto 63,Puesto 64,Puesto 65,Puesto 66,Puesto 67,Puesto 68,Puesto 69,Puesto 70,Puesto 71,Puesto 72,Puesto 73,Puesto 74,Puesto 75,Puesto 76,Puesto 77,Puesto 78,Puesto 79,Puesto 80,Puesto 81,Puesto 82,Puesto 83,Puesto 84,Puesto 85,Puesto 86,Puesto 87,Puesto 88,Puesto 89,Puesto 90,Puesto 91,Puesto 92,Puesto 93,Puesto 94,Puesto 95,Puesto 96,Puesto 97,Puesto 98,Puesto 99,Puesto 100,Puesto 101,Puesto 102,Puesto 103,Puesto 104,Puesto 105,Puesto 106,Puesto 107,Puesto 108,Puesto 109,Puesto 110,Puesto 111,Puesto 112,Puesto 113,Puesto 114,Puesto 115,Puesto 116,Puesto 117,Puesto 118,Puesto 119,Puesto 120,Puesto 121,Puesto 122,Puesto 123,Puesto 124,Puesto 125,Puesto 126,Puesto 127,Puesto 128,Puesto 129,Puesto 130,Puesto 131,Puesto 132,Puesto 133,Puesto 134,Puesto 135,Puesto 136,Puesto 137,Puesto 138,Puesto 139,Puesto 140,Puesto 141,Puesto 142,Puesto 143,Puesto 144,Puesto 145,Puesto 146,Puesto 147,Puesto 148,Puesto 149,Puesto 150,Puesto 151,Puesto 152,Puesto 153,Puesto 154,Puesto 155,Puesto 156,Puesto 157,Puesto 158,Puesto 159,Puesto 160,Puesto 161,Puesto 162,Puesto 163,Puesto 164,Puesto 165,Puesto 166,Puesto 167,Puesto 168,Puesto 169,Puesto 170,Puesto 171,Puesto 172,Puesto 173,Puesto 174,Puesto 175,Puesto 176,Puesto 177,Puesto 178,Puesto 179,Puesto 180,Puesto 181,Puesto 182,Puesto 183,Puesto 184,Puesto 185,Puesto 186,Puesto 187
4/25/2023,JAIME ENRIQUE VANEGAS BUITRAGO,"Bogotá, Distrito Capital",Bogotá,Kennedy,Servicios financieros,11,Cliente 182,14,,,,,,187,,,,,,,,,,,,,277,,,,,,,,,,,,,,242,,,,,,,,,,,,,175,,,,,,,,,,,,,726,,,,,,,,,,,,,,307,,,,,,,,,,,,,964,,,,,,,,,,,,,,208,,,,,,,,,,,,,950,,,,,,,,,,,,,318,,,,,,,,,,,,,344,,,,,,,,,,,,,497,,,,,,,,,,,,,485,,,,,,,,,,,,,,,293,,,,,,,
2/3/2023,JAIME RAMIRO RODRIGUEZ BOHORQUEZ,"Bogotá, Distrito Capital",Bogotá,Rafael Uribe Uribe,Energía,9,Cliente 183,12,,,,,,,,,,,,287,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,705,,,,,,,,,,,,,,,794,,,,,,,,,,,,,,,,,,492,,,,,,,,,,,,,,,435,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,584,,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,401,,,,,,,,,,,,,,,,,171,,,
7/21/2023,JAIME VARGAS RATIVA,"Bogotá, Distrito Capital",Bogotá,Chapinero,Energía,11,Cliente 184,14,,,,,,,,,596,,,,,,,,,,,,,434,,,,,,,,,,,,,,470,,,,,,,,,,,,,592,,,,,,,,,,,,,241,,,,,,,,,,,,,,445,,,,,,,,,,,,,347,,,,,,,,,,,,,,317,,,,,,,,,,,,,426,,,,,,,,,,,,,130,,,,,,,,,,,,,106,,,,,,,,,,,,,173,,,,,,,,,,,,,1471,,,,,,,,,,,,,,,486,,,,
8/9/2023,JAIRO  RAMIREZ RODRIGUEZ,"Bogotá, Distrito Capital",Bogotá,Barrios Unidos,Educación y salud,10,Cliente 185,13,,,,,,,,,,,,,,347,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,1025,,,,,,,,,,,,,,172,,,,,,,,,,,,,,179,,,,,,,,,,,,,,538,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,238,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,246,
7/28/2023,JAIRO HUMBERTO GONZALEZ PAEZ,"Bogotá, Distrito Capital",Bogotá,Suba,Educación y salud,12,Cliente 186,15,,,,,,,,,595,,,,,,,,,,,,499,,,,,,,,,,,,250,,,,,,,,,,,,,110,,,,,,,,,,,,,734,,,,,,,,,,,,232,,,,,,,,,,,,348,,,,,,,,,,,,247,,,,,,,,,,,,332,,,,,,,,,,,,581,,,,,,,,,,,,1063,,,,,,,,,,,,233,,,,,,,,,,,,146,,,,,,,,,,,,,,1942,,,,,,,,,,,,,,,142,,,
2/11/2023,JAKSON HONORIO RESTREPO MUÑOZ,Meta,Villavicencio,Villavicencio,Comercio,9,Cliente 187,12,,,,,,,,,542,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,426,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,437,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,1069,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,1018,,,,,,,,,,,,,,,,,598,,,,,,
7/13/2023,JAVIER ALEJANDRO PALOMINO SUAREZ,Valle del Cauca,Cali,Cali,Investigación médica y tecnologías en salud,3,Cliente 188,6,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,,,,,,,,,,,,,
2/22/2023,JAVIER HERNAN MARTINEZ ALARCON,Huila,Neiva,Neiva,Pesca y agricultura,2,Cliente 189,5,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2023,JENNY KATHERIN CASTIBLANCO RUEDA,Bolívar,Cartagena,Cartagena,Silvicultura,7,Cliente 190,10,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,706,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,,,576,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,531,,,,,
8/11/2023,JENYS JHOHANA MUÑOZ GUERRERO,Bolívar,Cartagena,Cartagena,Turismo y hostelería,5,Cliente 191,8,,,,229,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,1505,,,,,,,,,,,,,,,,,,,
2/19/2023,JESUS ANTONIO VEGA,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,Silvicultura,8,Cliente 192,11,,,,,,,,,,,401,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,572,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,,,1056,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,951,,,,,,,,,,,,,,,,,582,,,,,,
9/28/2023,JHON ALEXANDER TIMARAN GELPUD,"Bogotá, Distrito Capital",Bogotá,Funza,Estatales,4,Cliente 193,7,,,,,,,,,,,,,,,,,,,,,,,,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,464,,,,
12/22/2023,JIC Y CIA S.A.S,"Bogotá, Distrito Capital",Bogotá,Teusaquillo,Energía,4,Cliente 194,7,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,515,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,
11/8/2023,JOHANNA SILVA BERMUDEZ,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,Turismo y hostelería,3,Cliente 195,6,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,
8/17/2023,JOHN ALEXANDER VALLEJO SANCHEZ,Atlántico,Barranquilla,Barranquilla,"Consultoría en gestión empresarial, finanzas, recursos humanos y marketing",2,Cliente 196,5,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2023,JORGE ELIECER AYA,"Bogotá, Distrito Capital",Bogotá,Los Mártires,"Cultura, ocio y entretenimiento",6,Cliente 197,9,,,,,,,,,,,,,,,,,,702,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,572,,,,
11/16/2023,JOSE AGUSTIN BORDA ESPITIA,"Bogotá, Distrito Capital",Bogotá,San Cristóbal,Ganadería,5,Cliente 198,8,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,577,,,,,,,,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,,,,,,,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,1022,,,,,,,,,,,,,,,,,,,,,,,1561,,,,,,,,,,,,,,,,,,,,,,,1495,,,,,,,,,,
11/7/2023,JOSE ALBEIRO CASTELBLANCO RUBIO,Cundinamarca,Bogotá,Suba,TIC,4,Cliente 199,7,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,2062,,,,,,,,,,,,,,,,,,
2/10/2023,JOSE ALVARO PICO ARAQUE,Santander,Bucaramanga,Bucaramanga,Investigación médica y tecnologías en salud,8,Cliente 200,11,,,,211,,,,,,,,,,,,,,,,,437,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,978,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,709,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,
3/26/2023,JOSE ANTONIO ROJAS OSORIO,Boyacá,Tunja,Tunja,Transporte y logística,11,Cliente 201,14,,,,220,,,,,,,,,,,,,342,,,,,,,,,,,,,,431,,,,,,,,,,,,,727,,,,,,,,,,,,,153,,,,,,,,,,,,,,250,,,,,,,,,,,,,431,,,,,,,,,,,,,,199,,,,,,,,,,,,,328,,,,,,,,,,,,,426,,,,,,,,,,,,,600,,,,,,,,,,,,,335,,,,,,,,,,,,,54,,,,,,,,,,,,,,,1028,,,,,,,,,
4/10/2023,JOSE CHARLES SANABRIA CARREÑO,Norte de Santander,Cúcuta,Cúcuta,TIC,4,Cliente 202,7,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,
11/24/2023,JOSE ERNESTO BAUTISTA PEÑA,Arauca,Arauca,Arauca,Servicios financieros,11,Cliente 203,14,,,,,,189,,,,,,,,,,,,,320,,,,,,,,,,,,,,184,,,,,,,,,,,,,161,,,,,,,,,,,,,778,,,,,,,,,,,,,,302,,,,,,,,,,,,,1012,,,,,,,,,,,,,,232,,,,,,,,,,,,,994,,,,,,,,,,,,,327,,,,,,,,,,,,,277,,,,,,,,,,,,,563,,,,,,,,,,,,,530,,,,,,,,,,,,,,,329,,,,,,,
4/2/2023,JOSE JOAQUIN CASAS SALINAS,"Bogotá, Distrito Capital",Bogotá,Rafael Uribe Uribe,Industria manufacturera,9,Cliente 204,12,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,759,,,,,,,,,,,,,,,,,,461,,,,,,,,,,,,,,,487,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,464,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,1498,,,,,,,,,,,,,,,,,349,,
1/26/2023,JOSE MARIO RINCON RAMIREZ,Cundinamarca,Bogotá,Antonio Nariño,Ganadería,3,Cliente 205,6,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028,,,,,,,,,,,
10/14/2023,JOSE REINALDO VARGAS,"Bogotá, Distrito Capital",Bogotá,Santa Fe,"Cultura, ocio y entretenimiento",12,Cliente 206,15,,,,,,,,,,178,,,,,,,,,,,,490,,,,,,,,,,,,208,,,,,,,,,,,,,565,,,,,,,,,,,,,764,,,,,,,,,,,,207,,,,,,,,,,,,541,,,,,,,,,,,,200,,,,,,,,,,,,211,,,,,,,,,,,,477,,,,,,,,,,,,717,,,,,,,,,,,,431,,,,,,,,,,,,205,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,286,,
8/1/2023,JOSELIN  CASTRO BUITRAGO,Nariño,Pasto,Pasto,Pesca y agricultura,9,Cliente 207,12,,,,,,,,,,,,338,,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,766,,,,,,,,,,,,,,,706,,,,,,,,,,,,,,,,,,498,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,566,,,,,,,,,,,,,,,523,,,,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,172,,,
2/22/2023,JUAN CARLOS PARADA COLLAZOS,"Bogotá, Distrito Capital",Bogotá,Teusaquillo,Energía,2,Cliente 208,5,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,,,,,,,,,,,,,,,,,,,,,,
12/18/2023,JUAN DAVID HERNANDEZ JIMENEZ,"Bogotá, Distrito Capital",Bogotá,Engativá,Energía,11,Cliente 209,14,,,,,,,,,,,,284,,,,,,,,,,,,,322,,,,,,,,,,,,,,184,,,,,,,,,,,,,723,,,,,,,,,,,,,227,,,,,,,,,,,,,,728,,,,,,,,,,,,,543,,,,,,,,,,,,,,739,,,,,,,,,,,,,406,,,,,,,,,,,,,762,,,,,,,,,,,,,328,,,,,,,,,,,,,600,,,,,,,,,,,,,48,,,,,,,,,,,,,,,242,
5/25/2023,JUAN GABRIEL MATEUS CIFUENTES,"Bogotá, Distrito Capital",Bogotá,San Cristóbal,Pesca y agricultura,8,Cliente 210,11,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,1027,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,486,,,,,
12/4/2023,KASCH S A S,Quindío,Armenia,Armenia,Industria manufacturera,12,Cliente 211,15,,174,,,,,,,,,,,,318,,,,,,,,,,,,279,,,,,,,,,,,,,182,,,,,,,,,,,,,793,,,,,,,,,,,,307,,,,,,,,,,,,435,,,,,,,,,,,,237,,,,,,,,,,,,182,,,,,,,,,,,,753,,,,,,,,,,,,531,,,,,,,,,,,,769,,,,,,,,,,,,76,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,1522,,,,,,,,,,
12/11/2023,KERALTY S.A.S,"Bogotá, Distrito Capital",Bogotá,Rafael Uribe Uribe,Servicios financieros,12,Cliente 212,15,,,,,,,,,,,,285,,,,,,,,,,,,1511,,,,,,,,,,,,587,,,,,,,,,,,,,545,,,,,,,,,,,,,186,,,,,,,,,,,,452,,,,,,,,,,,,986,,,,,,,,,,,,212,,,,,,,,,,,,749,,,,,,,,,,,,196,,,,,,,,,,,,981,,,,,,,,,,,,77,,,,,,,,,,,,518,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,276
10/25/2023,KIBERNUM S A S,Norte de Santander,Cúcuta,Cúcuta,"Cultura, ocio y entretenimiento",2,Cliente 213,5,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,,,,,,,,,,,,,,,,,,,,
9/27/2023,KLAHUS INTERNACIONAL S.A.S.,Arauca,Arauca,Arauca,Estatales,2,Cliente 214,5,,,138,,,,,,,,,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,559,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,
3/15/2023,LABORATORIOS ARMOFAR LIMITADA ARMOFAR LTDA,Magdalena,Santa Marta,Santa Marta,Investigación médica y tecnologías en salud,5,Cliente 215,8,,,,247,,,,,,,,,,,,,,,,,,,1037,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,457,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,
9/17/2023,LEANDRO GALEANO MONCADA,Magdalena,Santa Marta,Santa Marta,Comercio,7,Cliente 216,10,,,,,,,,,524,,,,,,,,,,,,,,,,,,,,,,,,,,,515,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,1445,,,,,,,,,,,,,,,,,,,
1/5/2023,LEONEL VELANDIA COY,Meta,Villavicencio,Villavicencio,Construcción,4,Cliente 217,7,,149,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,557,,,,,,,,,,,,,,513,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,514,,,,,,,,,,,,,,176,,,,,,,,,,,,,,301,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,987,,,,,,,,,,,,,,309,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,445,,,,,,,,,,,,,
12/3/2023,LEXCO S A,"Bogotá, Distrito Capital",Bogotá,Fontibón,Investigación médica y tecnologías en salud,10,Cliente 218,13,,,,202,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,544,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,518,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,1065,,,,,,,,,,,
11/4/2023,LIBIO  PRIETO JIMENEZ,Nariño,Pasto,Pasto,Energía,9,Cliente 219,12,,,,,,,,,,,,,,329,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,953,,,,,,,,,,,,,,186,,,,,,,,,,,,,,237,,,,,,,,,,,,,,435,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,236,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,243,
6/20/2023,LIMASOFT E U,Risaralda,Pereira,Pereira,Servicios financieros,10,Cliente 220,13,139,,,,,,,,,,,,,,,,,797,,,,,,,,,,,,,,,,,499,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,1070,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,544,,,,,,,,,,,,,,,,,1497,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,
8/11/2023,LINA MARIA VASQUEZ CARDENAS,Antioquia,Medellín,Medellín,TIC,8,Cliente 221,11,,,,,,,,,,,,349,,,,,,,,,,,,1418,,,,,,,,,,,,528,,,,,,,,,,,,,547,,,,,,,,,,,,,214,,,,,,,,,,,,435,,,,,,,,,,,,1010,,,,,,,,,,,,195,,,,,,,,,,,,774,,,,,,,,,,,,207,,,,,,,,,,,,954,,,,,,,,,,,,86,,,,,,,,,,,,600,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,303
7/23/2023,LINA PAOLA AYALA GARCIA,"Bogotá, Distrito Capital",Bogotá,Bosa,Energía,12,Cliente 222,15,,,,,,,,316,,,,,,,,,,,,,,457,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,278,,,,,,,,,,,,,,423,,,,,,,,,,,,,,180,,,,,,,,,,,,,,222,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,427,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,300,,,,,,,
9/3/2023,LINUTS COLOMBIA SAS,Quindío,Armenia,Armenia,Estatales,10,Cliente 223,13,,,,,,,,,,,,,185,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,754,,,,,,,,,,,,,,246,,,,,,,,,,,,,,966,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,184,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,347,,
5/17/2023,LITO-PRINT S.A,Cundinamarca,Bogotá,Fontibón,Investigación médica y tecnologías en salud,10,Cliente 224,13,,,,,,,,350,,,,,,,,,,,,,,,,1445,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,1004,,,,,,,,,,,,,,,,,,329,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,329,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,704,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,350,,,,,,,
4/13/2023,LOS MORALES DE CASTILLA SOCIEDAD POR ACCIONES SIMPLIFICADA,"Bogotá, Distrito Capital",Bogotá,Antonio Nariño,Silvicultura,9,Cliente 225,12,,,,,,,,,,,514,,,,,,,,,,,,,1523,,,,,,,,,,,,,,154,,,,,,,,,,,,,405,,,,,,,,,,,,,285,,,,,,,,,,,,,,494,,,,,,,,,,,,,346,,,,,,,,,,,,,,511,,,,,,,,,,,,,195,,,,,,,,,,,,,1008,,,,,,,,,,,,,408,,,,,,,,,,,,,220,,,,,,,,,,,,,47,,,,,,,,,,,,,,,332,,
3/2/2023,LUENGAS SERRANO & FONSECA CONSULTORES S.A.S,"Bogotá, Distrito Capital",Bogotá,Usaquén,Turismo y hostelería,11,Cliente 226,14,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,744,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,970,,,,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,
6/8/2023,LUIS ALBEIRO VILLA ARROYAVE,Valle del Cauca,Cali,Cali,Energía,4,Cliente 227,7,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,534,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,LUIS ALBERTO MENDEZ GRACIA,"Bogotá, Distrito Capital",Bogotá,Tunjuelito,Ganadería,4,Cliente 228,7,,,,,,,101,,,,,,,,,,,,,316,,,,,,,,,,,,,,190,,,,,,,,,,,,,556,,,,,,,,,,,,,765,,,,,,,,,,,,,,435,,,,,,,,,,,,,1514,,,,,,,,,,,,,,230,,,,,,,,,,,,,207,,,,,,,,,,,,,180,,,,,,,,,,,,,302,,,,,,,,,,,,,205,,,,,,,,,,,,,53,,,,,,,,,,,,,,,462,,,,,,
